Domain,Failure_Type,Severity,Score,Description,Cluster
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4191284653349496,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4308735213290174,2
2.523568463573128,11,-1.3582842848409593,-1.1263407681312263,-1.4778537453052885,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.4520146221183392,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4308735213290174,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.4778537453052885,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-0.8650746245400007,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.484900778901729,2
2.523568463573128,3,-1.446612327697174,-1.1553703396413626,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.4296990157296106,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.4543636333171528,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-0.9521633390704093,-1.4837262733023222,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.4320480269284241,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.4179539597355428,2
2.523568463573128,3,-1.3582842848409593,-1.2714886256819073,-1.4625851725130004,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4320480269284241,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.4860752845011358,2
2.523568463573128,11,-1.446612327697174,-0.9521633390704093,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.484900778901729,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.4520146221183392,2
2.523568463573128,3,-1.387726965793031,-1.1843999111514987,-1.4672831949106273,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4543636333171528,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.4320480269284241,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4308735213290174,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4614106669135936,2
2.523568463573128,11,-1.446612327697174,-0.9231337675602731,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-0.9521633390704093,-1.484900778901729,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4860752845011358,2
2.523568463573128,11,-1.446612327697174,-0.8941041960501369,-1.4520146221183392,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.4144304429373225,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4520146221183392,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.410906926139102,2
2.523568463573128,11,-1.4171696467451025,-1.0973111966210902,-1.4414440717236783,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.410906926139102,2
2.523568463573128,11,-1.446612327697174,-0.8941041960501369,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4860752845011358,2
2.523568463573128,3,-1.4171696467451025,-1.1553703396413626,-1.4661086893112205,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4097324205396953,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4719812173082545,2
2.523568463573128,11,-1.446612327697174,-0.8360450530298645,-1.4285245101302038,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.453189127717746,2
2.523568463573128,3,-1.4171696467451025,-1.213429482661635,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.453189127717746,2
2.523568463573128,11,-1.4171696467451025,-1.1263407681312263,-1.4203029709343562,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.4203029709343562,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4097324205396953,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.4308735213290174,2
2.523568463573128,3,-1.446612327697174,-1.1553703396413626,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4191284653349496,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4203029709343562,2
2.523568463573128,3,-1.446612327697174,-1.1553703396413626,-1.4308735213290174,2
2.523568463573128,3,-1.446612327697174,-1.1553703396413626,-1.4520146221183392,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.4285245101302038,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4285245101302038,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-0.9521633390704093,-1.469632206109441,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.4825517677029154,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4825517677029154,2
2.523568463573128,3,-1.387726965793031,-1.2714886256819073,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4226519821331698,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4191284653349496,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4073834093408817,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4825517677029154,2
2.523568463573128,11,-1.3582842848409593,-1.1263407681312263,-1.4543636333171528,2
2.523568463573128,3,-1.446612327697174,-1.2714886256819073,-1.4719812173082545,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.4543636333171528,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4296990157296106,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4778537453052885,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.453189127717746,2
2.523568463573128,3,-1.387726965793031,-1.1843999111514987,-1.4191284653349496,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.4296990157296106,2
2.523568463573128,11,-1.4171696467451025,-1.1263407681312263,-1.4719812173082545,2
2.523568463573128,3,-1.446612327697174,-1.213429482661635,-1.4567126445159664,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.4837262733023222,2
2.523568463573128,11,-1.446612327697174,-0.8941041960501369,-1.4320480269284241,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.416779454136136,2
2.523568463573128,11,-1.4171696467451025,-1.1263407681312263,-1.4508401165189324,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.4543636333171528,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.4203029709343562,2
2.523568463573128,3,-1.446612327697174,-1.2714886256819073,-1.4672831949106273,2
2.523568463573128,11,-1.446612327697174,-0.9231337675602731,-1.4837262733023222,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4402695661242715,2
2.523568463573128,11,-1.446612327697174,-0.8941041960501369,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4755047341064749,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.4073834093408817,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.416779454136136,2
2.523568463573128,11,-1.446612327697174,-0.9521633390704093,-1.4296990157296106,2
2.523568463573128,11,-1.446612327697174,-0.8650746245400007,-1.4203029709343562,2
2.523568463573128,11,-1.4171696467451025,-1.1263407681312263,-1.4837262733023222,2
2.523568463573128,11,-1.4171696467451025,-1.0392520536008178,-1.4191284653349496,2
2.523568463573128,11,-1.446612327697174,-0.8650746245400007,-1.4790282509046953,2
2.523568463573128,3,-1.446612327697174,-1.1553703396413626,-1.4097324205396953,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.4860752845011358,2
2.523568463573128,3,-1.4171696467451025,-1.1843999111514987,-1.448491105320119,2
2.523568463573128,11,-1.446612327697174,-0.9811929105805455,-1.416779454136136,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.4578871501153732,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.4860752845011358,2
2.523568463573128,3,-1.3582842848409593,-1.1553703396413626,-1.453189127717746,2
2.523568463573128,3,-1.387726965793031,-1.4166364832325882,-1.4860752845011358,2
2.523568463573128,11,-1.446612327697174,-0.8941041960501369,-1.410906926139102,2
2.523568463573128,3,-1.387726965793031,-1.4166364832325882,-1.4837262733023222,2
2.523568463573128,3,-1.446612327697174,-1.4166364832325882,-1.4860752845011358,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.4731557229076613,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.4625851725130004,2
2.523568463573128,3,-1.446612327697174,-1.4166364832325882,-1.484900778901729,2
2.523568463573128,3,-1.446612327697174,-1.4166364832325882,-1.4837262733023222,2
2.523568463573128,11,-1.4171696467451025,-1.068281625110954,-1.484900778901729,2
2.523568463573128,3,-1.446612327697174,-1.4166364832325882,-1.4825517677029154,2
2.523568463573128,3,-1.387726965793031,-1.1553703396413626,-1.410906926139102,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.4543636333171528,2
2.523568463573128,3,-1.3582842848409593,-1.4166364832325882,-1.4860752845011358,2
2.523568463573128,3,-1.3582842848409593,-1.4166364832325882,-1.484900778901729,2
2.523568463573128,11,-1.3582842848409593,-1.1263407681312263,-1.4860752845011358,2
2.523568463573128,11,-1.4171696467451025,-1.0102224820906816,-1.4203029709343562,2
2.523568463573128,11,-1.387726965793031,-1.1263407681312263,-1.4085579149402885,2
2.523568463573128,11,-1.3582842848409593,-1.1263407681312263,-1.4203029709343562,2
2.523568463573128,11,-1.4171696467451025,-1.068281625110954,-1.4308735213290174,2
2.523568463573128,3,-1.387726965793031,-1.213429482661635,-1.4191284653349496,2
2.523568463573128,3,-1.4171696467451025,-1.4166364832325882,-1.4860752845011358,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4543636333171528,2
2.523568463573128,3,-1.3582842848409593,-1.213429482661635,-1.484900778901729,2
2.523568463573128,11,-1.4171696467451025,-1.068281625110954,-1.4625851725130004,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.484900778901729,2
2.523568463573128,3,-1.446612327697174,-1.1553703396413626,-1.4790282509046953,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.4778537453052885,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.453189127717746,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.421477476533763,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.4661086893112205,2
2.523568463573128,3,-1.446612327697174,-1.1553703396413626,-1.4191284653349496,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.4778537453052885,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.4719812173082545,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.410906926139102,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.4860752845011358,2
2.523568463573128,11,-1.446612327697174,-0.9521633390704093,-1.4320480269284241,2
2.523568463573128,11,-1.4171696467451025,-0.8941041960501369,-1.442618577323085,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4578871501153732,2
2.523568463573128,11,-1.446612327697174,-1.0973111966210902,-1.416779454136136,2
2.523568463573128,3,-1.4171696467451025,-1.1553703396413626,-1.4390950605248647,2
2.523568463573128,3,-1.3582842848409593,-1.213429482661635,-1.4250009933319834,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4203029709343562,2
2.523568463573128,3,-1.446612327697174,-1.213429482661635,-1.4179539597355428,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.4755047341064749,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.468457700510034,2
2.523568463573128,3,-1.4171696467451025,-1.1843999111514987,-1.4637596781124071,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4731557229076613,2
2.523568463573128,3,-1.387726965793031,-1.3005181971920434,-1.4449675885218987,2
2.523568463573128,3,-1.4171696467451025,-1.1843999111514987,-1.468457700510034,2
2.523568463573128,3,-1.446612327697174,-1.1843999111514987,-1.437920554925458,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4296990157296106,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.453189127717746,2
2.523568463573128,3,-1.4171696467451025,-1.4166364832325882,-1.4837262733023222,2
2.523568463573128,11,-1.446612327697174,-0.9231337675602731,-1.453189127717746,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.4837262733023222,2
2.523568463573128,3,-1.4171696467451025,-1.213429482661635,-1.4614106669135936,2
2.523568463573128,3,-1.446612327697174,-1.1553703396413626,-1.4661086893112205,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.4766792397058817,2
2.523568463573128,11,-1.446612327697174,-1.0102224820906816,-1.4661086893112205,2
2.523568463573128,3,-1.446612327697174,-1.242459054171771,-1.4567126445159664,2
2.523568463573128,11,-1.446612327697174,-1.1263407681312263,-1.4766792397058817,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.4308735213290174,2
2.523568463573128,11,-1.446612327697174,-1.068281625110954,-1.4496656109195258,2
2.523568463573128,3,-1.4171696467451025,-1.4166364832325882,-1.484900778901729,2
2.523568463573128,11,-1.446612327697174,-0.8941041960501369,-1.4203029709343562,2
2.523568463573128,11,-1.446612327697174,-1.0392520536008178,-1.4320480269284241,2
2.523568463573128,3,-1.3582842848409593,-1.1843999111514987,-1.4625851725130004,2
2.523568463573128,3,-1.4171696467451025,-1.2714886256819073,-1.4097324205396953,2
